bookmark	marqueur	True
bookshop	boutique	True
booze	boisson	True
border	limite	True
border	sentiment	False
boss	guide	True
boss	leader	True
bottle	récipient	True
boulevard	grand-rue	True
boulevard	rue	True
bourgeoisie	dissociation	False
bourgeoisie	en_tissu	False
bowling	amusement	True
bowling	jeu	True
bowling	vêtements	False
box	conteneur	True
box	récipient	True
bra	vêtements	True
bra	vêtement	True
bread	pain_grillé	False
breeze	physiologie	False
breeze	vent	True
bridesmaid	femme	True
brigade	organisation	True
bronze	alliage	True
brook	flux	True
buffalo	mammifères	True
buffalo	mammifère	True
buggy	véhicule	True
buggy	vêtement	False
building	artisan	False
building	crafter	False
building	envie	False
building	instrument	False
building	le_théâtre	False
building	mosquée	False
building	observatoire	False
building	sanctuaire	False
building	solanum_tuberosum	False
building	transaction	False
bull	animal	True
bulldog	chien	True
bull	mammifères	True
bull	mammifère	True
bungalow	logement	True
bungalow	maison	True
bungalow	résidence	True
bureau	feuille	False
business	farine	False
business	repas	False
butcher	marchand	True
butterfly	animal	True
butterfly	insectes	True
butterfly	insecte	True
butterfly	vertébré	False
cabbage	légume	True
cabbage	pain_grillé	False
cage	enclos	True
cairn	symbole	True
calculation	procédure	True
calculation	température	False
calf	animal	True
calf	ouvrier	False
camera	équipement	True
camera	magistrat	False
campsite	discipline	False
campsite	maladie	False
campsite	site	True
cancer	batteur	False
cancer	mésothéliome	False
candy	aliments	True
candy	nourriture	True
cannon	arbre	False
cannon	armement	True
cannon	artillerie	True
captivity	internement	False
carbohydrate	cellulose	False
carbohydrate	molécule	True
carbohydrate	particule	True
carbonate	chimique	True
carbonate	substance_chimique	True
carcinoma	cancer	True
carcinoma	mamie	False
carcinoma	tumeur	True
caring	bactérie	False
car	limousine	False
carnage	meurtre	True
carnivore	chien	False
carnivore	cliquet	False
carnivore	planeur	False
carpenter	ouvrier	True
carpenter	travailleur	True
carp	fruits_de_mer	True
car	sedan	False
casket	conteneur	True
cassette	conteneur	True
castle	bâtiment	True
castle	édifice	True
castle	habitation	True
castle	maison	True
castle	résidence	True
cataract	maladie	True
catastrophe	malheur	True
cat	bourdonnement	False
catcher	joueur	True
caterpillar	esthétique	False
cat	locomotive	False
cat	mammifères	True
cat	mammifère	True
caucus	rassemblement	True
celery	herbe	True
cellist	véhicule	False
cellulose	chimique	True
cellulose	glucides	True
cellulose	substance_chimique	True
cemetery	site	True
ceremony	initiation	False
ceremony	instauration	False
chair	fauteuil	False
chalet	bâtiment	True
chalet	édifice	True
chalet	maison	True
chamber	animal	False
chamber	objectivité	False
champagne	alcool	True
champagne	boisson_alcoolisée	True
champagne	du_vin	True
champagne	eau-forte	False
chancellor	drop	False
chancellor	leader	True
chant	locataire	False
chant	musique	True
chapel	bâtiment	True
chapel	édifice	True
charcoal	carbone	True
chariot	véhicule	True
charity	institution	True
chateau	habitation	True
chateau	maison	True
checklist	information	True
checklist	liste	True
cheer	musique	False
cheese	aliments	True
cheese	bouilloire	False
cheese	nourriture	True
cheese	timbales	False
chemical	aliments	False
chemical	benzène	False
chemical	informateur	False
chemical	nourriture	False
chemistry	science	True
chemotherapy	rhum	False
chemotherapy	soins	True
chick	animal	True
chick	oiseau	True
chick	vertébré	True
child	xérès	False
chilli	légume	True
chimpanzee	mammifères	True
chimpanzee	mammifère	True
chimpanzee	vertébré	True
chocolate	nourriture	True
church	organisation	True
cider	fluide	True
classroom	musique	False
classroom	salle	True
clergyman	archevêque	False
clergyman	vicaire	False
clerk	travailleur	True
clinician	logiciel	False
clinician	professionnel	True
clothing	cravate	False
clothing	denim	False
clothing	kilt	False
clothing	match_nul	False
clothing	toile_de_jean	False
clown	bouffon	True
clubhouse	édifice	True
clubhouse	poème	False
club	organisation	True
coach	entraîneur	True
coaching	graphique	False
coaching	métier	True
cockroach	insectes	True
cockroach	insecte	True
cockroach	invertébré	True
cocktail	affection	False
collagen	molécule	True
collagen	protéine	True
colon	organe	True
color	enregistrement	False
color	registre	False
columnist	journaliste	True
combustion	lumière_spéculaire	False
comedian	interprète	True
comic	artiste	True
committee	organisation	True
commodity	agrafe	False
commodity	chandail	False
commodity	excentrique	False
commodity	matière_première	False
commodity	pull	False
commodity	stockage	False
commodity	voiture	False
communicator	conteur	False
company	institution	True
company	organisation	True
compass	instrument	True
compassion	sentiment	True
compensation	publication	False
competitiveness	dentisterie	False
competitiveness	odontologie	False
complacency	sentiment	True
compost	mélange	True
computer	ordinateur_personnel	False
computer	vertébré	False
concept	gastéropode	False
concert	musique	True
concerto	musique	True
condom	contraceptif	True
condominium	habitation	True
condominium	résidence	True
conservatism	attitude	True
conservatism	mésothéliome	False
consistency	insensibilité	False
consistency	voler	False
container	bouilloire	False
container	chambre	False
container	cuillerée	False
container	cuillère	False
container	instituteur	False
container	poche	False
container	pointe	False
container	salle	False
container	sommet	False
container	terminal	False
container	timbales	False
container	vêtement	False
contestant	gagnant	False
contestant	vainqueur	False
contest	finale	False
contest	vertébré	False
contractor	déclaration	False
convent	édifice	True
convent	habitation	True
convention	réunion	True
conversion	transformation	True
cookbook	livre	True
cookie	solide	True
cook	point	False
cook	travailleur	True
cool	température	True
copyright	droit	True
coriander	herbe	True
corporation	organisation	True
corridor	passage	True
cosmology	discipline	True
cosmology	le_soulagement	False
cost	aérien	False
cost	légume	False
cottage	logement	True
cottage	maison	True
cottage	résidence	True
cotton	fibre	True
council	organisation	True
counterattack	attaque	True
counterattack	fruit_de_mer	False
coupe	ordinateur_personnel	False
courthouse	bâtiment	True
courthouse	édifice	True
courtroom	salle	True
covenant	document	True
cowboy	ouvrier	True
cow	vertébré	True
crab	invertébré	True
crab	maladie	False
cracker	aliments	True
cracker	nourriture	True
cradle	meubles	True
cradle	meuble	True
crew	personnel_navigant_technique	False
cricket	insectes	True
criminal	bourdonnement	False
criminal	documentaire	False
criminal	drone	False
criminology	sherry	False
crocodile	animal	True
croquet	amusement	True
croquet	jeu	True
croquet	sport	True
crow	animal	True
crusade	thérapie	False
crystal	guide	False
crystal	leader	False
crystal	paludisme	False
curve	publication	False
curve	spirale	False
cutlery	outil	True
cycling	sport	True
cynicism	sentiment	True
dad	ancêtre	True
dad	animal	False
daddy	parent	True
dad	milk_river	False
dad	relatif	True
dagger	instrument	True
dance	art	True
dance	musique	True
dancer	artiste	True
dart	projectile	True
daughter	progéniture	True
deafness	handicap	True
deafness	invalidité	True
dealer	marchande	True
dealer	marchand	True
dealership	entreprise	True
dealership	terrier	False
deanery	habitation	True
dean	leader	True
dean	signal	False
dean	signe	False
declaration	déclaration	True
decrease	changement	True
deer	animal	True
deer	aromathérapie	False
deer	mammifères	True
deer	mammifère	True
dementia	folie	True
denim	vêtements	True
denim	vêtement	True
dentistry	plagiat	False
depth	ordre_de_grandeur	True
dermatitis	maladie	True
dermatitis	tumeur	False
descendent	résidence	False
desire	sentiment	True
desk	meuble	True
detective	agent_de_police	True
detective	policier	True
diabetes	couloir	False
diabetes	maladie	True
diabetes	meuble	False
dictionary	livre	True
digit	iv	False
digit	ix	False
digit	nutrition_parentérale	False
dimension	château	False
dinghy	bateau	True
dinner	repas	True
dinosaur	vertébré	True
dioxin	paquet	False
directorate	organisation	True
disability	mathématiques	False
disappointment	sentiment	True
discipline	anatomie	False
discipline	géologie	False
discipline	logement	False
discipline	logique	False
discipline	membre	False
discipline	neurosciences	False
discipline	pharmacie	False
disco	musique	True
discussion	communication	True
disease	galle	False
disease	herpès	False
disease	logement	False
disease	lupus	False
disease	poulain	False
dish	conteneur	True
dish	récipient	True
disorder	insomnie	False
disorder	laboratoire	False
disorder	terrain_de_essai	False
dispenser	récipient	True
displeasure	émotion	True
doctrine	esthétique	False
documentation	information	True
document	concordat	False
document	déclaration_écrite_sous_serment	False
document	divinité	False
dog	annales	False
dog	bible	False
dog	bouledogue	False
dog	bulldog_anglais	False
dog	levrette	False
dogma	doctrine	True
dog	mammifères	True
dog	mammifère	True
dogma	navire	False
dog	martin-pêcheur	False
dolphin	animal	True
dormitory	édifice	True
dorm	logement	True
dorm	résidence	True
dove	animal	True
draft	document	True
dragonfly	animal	True
dragonfly	huile	False
dragonfly	insectes	True
dragonfly	insecte	True
dramatist	auteur	True
dramatist	écrivain	True
drift	économiste	False
drift	phénomène	True
drinker	consommateur	True
drizzle	pleuvoir	True
drug	anesthésique	False
drug	antichambre	False
drug	jurisprudence	False
drug	salle	False
dryer	chalet	False
dryer	marchandise	True
dryer	parent	False
duck	oiseau	True
dustbin	poubelle	True
dwelling	château	False
dwelling	conversion	False
dwelling	logement	True
dwelling	résidence	True
dyke	vertébré	False
dynamite	explosif	True
eagle	animal	True
eagle	oiseau	True
eagle	pointe	False
earring	décoration	True
eater	végétalien	False
eatery	bâtiment	True
eating	consommation	True
eating	consommer	True
ecologist	scientifique	True
economics	discipline	True
ecstasy	émotion	True
ecstasy	mutation_consonantique	False
ecstasy	sentiment	True
ecstasy	sport	False
edge	limite	True
editor	travailleur	True
educator	professionnel	True
electrician	mamie	False
electrician	ouvrier	True
electrician	travailleur	True
electrolyte	solution	True
electronics	science	True
electronics	sport_professionnel	False
elephant	animal	True
elm	arbre	True
emotion	animosité	False
emotion	effroi	False
emotion	ira	False
employee	travailleur	True
empress	chimique	False
empress	substance_chimique	False
enclosure	cage	False
encyclopedia	ale	False
encyclopedia	livre	True
end	auberge	False
engineering	métier	True
entertainer	artiste	False
entertainer	biologiste	False
entertainer	comédien	False
entertainer	cornemuseur	False
entertainer	fauvette	False
entertainer	héraut	False
entertainer	le_pingouin	False
entertainer	trompette	False
enumeration	liste	True
environmentalist	artiste	False
envy	sentiment	True
enzyme	molécule	True
enzyme	particule	True
enzyme	poussin	False
enzymology	biochimie	True
enzymology	science	True
epistle	lettre	True
equipment	avocat	False
equipment	bobine	False
equipment	camera	False
equipment	caméra	False
equipment	mandataire	False
equipment	parachute	False
equipment	toiture	False
era	persévérance	False
era	pin	False
etching	art	True
excitement	sentiment	True
excuse	explication	True
excuse	médecin	False
experiment	recherche	True
explanation	excuse	False
explosive	aéronef	False
explosive	dynamite	False
explosive	dynamiter	False
fabric	en velours	False
fabric	soleil	False
facade	surface	True
fairytale	récit	True
falcon	calcul	False
fallacy	produits_du_jardin	False
falsehood	puce	False
farmhouse	acheter	False
farmhouse	bâtiment	True
farmhouse	édifice	True
farmhouse	maison	True
father	ancêtre	True
fear	crainte	True
fear	écologiste	False
feeling	aimer	False
feeling	amour	False
feeling	animosité	False
feeling	arme	False
feeling	colère	False
feeling	compassion	False
feeling	démission	False
feeling	insecte	False
feeling	insectes	False
feeling	la compassion	False
feeling	menace	False
feeling	surprise	False
felony	panda géant	False
felony	transgression	True
fence	barrière	True
ferry	bateau	True
ferry	véhicule	True
fiber	artiste	False
fielder	athlète	True
fillet	planeur	False
fillet	viande	True
filly	femelle	True
final	coton	False
final	cotonnier	False
firearm	artillerie	True
fire	combustion	True
firm	éditeur	False
firm	entreprise	True
firm	organisation	True
fish	animal	True
fish	crécerelle_de_amérique	False
fish	crécerelle	False
fisherman	ouvrier	True
fisherman	travailleur	True
fish	requin	False
flea	invertébré	True
flea	parasite	True
floor	surface	True
flour	nourriture	True
fluid	alcool	False
fluid	boisson	False
fluid	enregistrement	False
fluid	rami	False
fluid	whisky	False
flu	maladie	True
fluorescence	phénomène	True
fluorescence	saucisse	False
fly	invertébré	True
fly	petit_enfant	False
fly	petit-enfant	False
folly	donneur_au_poker	False
folly	revendeur	False
folly	tente	False
folly	trait	True
food	bonbons	False
food	margarine	False
food	sandwich	False
food	spaghetti	False
football	fixation	False
football	jeu	True
football	ordinaire	False
football	sport	True
football	village	False
footbridge	pont	True
forearm	marchand	False
forearm	membre	True
foreman	supérieur	True
fourteen	entier	True
fox	animal	True
fox	mammifères	True
fox	mammifère	True
fox	vertébré	True
fragrance	leader	False
freeway	route	True
fresco	art	True
fresco	peinture	True
fruit	olive	False
fruit	poire	False
frustration	menace	False
frustration	sentiment	True
fuel	tumeur	False
funeral	cérémonie	True
furniture	bible	False
furniture	soprano	False
furniture	trône	False
gale	phénomène	True
gall	maladie	True
garment	chargeur	False
gasoline	carburant	True
gasoline	combustible	True
gastropod	invertébré	True
gate	barrière	True
gate	violoniste	False
gauge	instrument	True
gemstone	mammifère	False
gemstone	mammifères	False
generator	appareil	True
gent	artiste	False
gentry	personnes	True
geology	charbon_de_bois	False
geology	discipline	True
geometry	discipline	True
geometry	émotion	False
geometry	science	True
gin	boisson	True
ginger	herbe	True
girlfriend	femme	True
gladiator	combattant	True
glaucoma	maladie	True
glider	aéronef	True
glider	véhicule	True
goalkeeper	athlète	True
goalkeeper	joueur	True
goat	mammifères	True
goat	mammifère	True
goldfish	vertébré	True
golfer	joueur	True
golfer	remorqueur	False
golfer	tour	False
golf	sport	True
goose	vertébré	True
gorge	vallée	True
gorilla	mammifères	True
gorilla	mammifère	True
governor	homme_politique	True
governor	personnalité_politique	True
gown	vêtements	True
gown	vêtement	True
grandchild	drogue	False
grandchild	progéniture	True
granddaughter	progéniture	True
grandfather	grand-parent	True
grandmother	grand-parent	True
grandparent	grand-père	False
graveyard	site	True
graveyard	transaction	False
green	couleur	True
greyhound	animal	True
greyhound	chien	True
greyhound	orchestre_symphonique	False
greyhound	restaurant	False
greyhound	symbole	False
greyhound	symphonie	False
grove	végétation	True
guesthouse	logement	True
guesthouse	résidence	True
gunboat	bateau	True
gunboat	véhicule	True
gun	croisade	False
gunner	militaire	True
gym	établissement	True
gym	panda	False
hair	désir	False
hall	passage	True
hallway	passage	True
hamlet	communauté	True
hamster	rongeur	True
hamster	science	False
handgun	arme_à_feu	True
handgun	arme	True
handgun	instrument	True
handgun	ouvrier	False
handgun	pistolet	True
handgun	poussin	False
handgun	travailleur	False
handset	équipement	True
handset	phénomène	False
hare	animal	True
hare	filet	False
hare	mammifères	True
hare	mammifère	True
hawk	animal	True
hawk	oiseau	True
headline	texte	True
heat	billet	False
heat	énergie	True
hedgehog	vertébré	True
height	dimension	True
height	quart	False
height	stratège	False
helicopter	véhicule	True
hepatitis	maladie	True
herb	arthrose	False
herb	rue	False
heroism	mélanome	False
herpes	maladie	True
herring	sentiment	False
heterogeneity	différence	True
heterogeneity	vertébré	False
highway	machine_simple	False
highway	route	True
histogram	graphique	True
hockey	sport	True
holly	arbre	True
honey	nourriture	True
horse	animal	True
horse	capacité	False
horse	étalon	False
horse	mammifères	True
horse	mammifère	True
horseman	cavalier	True
horse	ours	False
horse	vertébré	True
hospital	bâtiment	True
hospital	édifice	True
hostel	hôtel	True
hostel	lingerie	False
host	hôtesse	False
hound	levrette	False
hound	lévrier	False
hound	python	False
house	bâtiment	True
house	château	False
house	édifice	True
housekeeper	servante	True
housekeeper	serviteur	True
house	militaire	False
house	prieuré	False
house	tour	False
housewife	faucon	False
housewife	femme	True
housing	manoir	False
humankind	vertébré	True
human	vertébré	True
hurricane	tempête	True
husband	compétitivité	False
hydrocarbon	déclaration	False
hydrocarbon	instruction	False
hymn	chanson	True
hypnotherapy	thérapie	True
hypnotherapy	traitement	True
hysteria	trouble	True
icon	signe	True
idea	valeur	False
illness	document	False
illness	hôpital_psychiatrique	False
illustration	artwork	True
illustration	graphique	True
illustration	lait	False
immigration	migration	True
immunology	discipline	True
importation	commerce	True
indemnity	sécurité	True
infant	congénères	True
infant	investisseur	False
inference	désir	False
influenza	agrafe	False
influenza	maladie	True
influenza	matière_première	False
information	corporation	False
information	corroboration	False
information	documentation	False
information	maladie	False
information	pin	False
information	playlist	False
information	propagande	False
information	ventre	False
infusion	animal	False
inhabitant	médecin_résident	False
inhabitant	résident	False
ink	fluide	True
ink	liquide	True
inn	bâtiment	True
inn	édifice	True
insect	bourdonnement	False
insect	fourmi	False
insomnia	trouble	True
institution	produire	False
institution	produits_du_jardin	False
instrument	lunette_astronomique	False
instrument	projectile	False
instrument	zèbre	False
integer	11	False
integer	dix	False
integer	extase	False
integer	onze	False
internment	captivité	True
internment	emprisonnement	True
intestine	équipement	False
intestine	organe	True
intranet	système	True
invertebrate	animal	True
invertebrate	gastéropode	False
invertebrate	science	False
investment	transaction	True
islander	habitant	True
jacket	vêtement	True
jam	aliments	True
jam	nourriture	True
jealousy	sentiment	True
jean	vêtement	True
jelly	aliments	True
jelly	nourriture	True
jet	véhicule	True
jewel	canonnière	False
jeweller	fabricant	True
jewelry	batteur	False
jewelry	décoration	True
jewelry	le_batteur	False
jewelry	le_ordinateur	False
jewelry	ordinateur	False
jigsaw	machine_simple	True
jigsaw	machine	True
jigsaw	outil	True
joint	articulation	False
joint	changement	False
journalist	éditorialiste	False
journalist	journaliste	False
jurisprudence	discipline	True
kangaroo	animal	True
kangaroo	château	False
kangaroo	mammifères	True
kangaroo	mammifère	True
kangaroo	tour	False
karaoke	divertissement	True
karaoke	marchande	False
karaoke	marchand	False
kestrel	alcool	False
kestrel	animal	True
kestrel	netball	False
kestrel	ouvrier	False
kestrel	spiritueux	False
kestrel	travailleur	False
kestrel	vertébré	True
kettle	conteneur	True
kettle	récipient	True
keyboardist	gryllidae	False
kidnapping	crime	True
kidnapping	criminalité	True
kilt	anticorps_monoclonal	False
kilt	monoclonal	False
kilt	vêtement	True
kingfisher	oiseau	True
kingfisher	vertébré	True
kinsman	congénères	True
knife	outil	True
laboratory	lieu_de_travail	True
laborer	ouvrier	True
laborer	solide	False
laborer	travailleur	True
lactose	auteur	False
lactose	écrivain	False
lactose	molécule	True
lactose	poney	False
lactose	substance_chimique	True
lady	adulte	True
lamb	animal	True
laptop	de_la_glace	False
laptop	glace	False
laptop	le_ordinateur	True
laptop	machine	True
laptop	ordinateur	True
larva	chenille	False
leader	cavalier	False
leader	locataire	False
leader	pape	False
leader	patron	False
leak	ouverture	True
leg	membre	True
leg	micro-organisme	False
lemon	fruit	True
lemon	humaniste	False
lemon	trône	False
leprosy	crécerelle_de_amérique	False
leprosy	crécerelle	False
leprosy	maladie	True
leukaemia	maladie	True
leukemia	tumeur	True
librarian	document	False
license	document	True
light	médecin_résident	False
light	résident	False
limb	jambe	False
limb	patte	False
limousine	classeur	False
limousine	véhicule	True
limousine	voiture	True
lingerie	payeur	False
lingerie	remords	False
lingerie	sous-vêtements	True
lingerie	vêtements	True
lingerie	vêtement	True
lipid	molécule	True
lipid	particule	True
liqueur	alcool	True
liqueur	boisson_alcoolisée	True
liqueur	boisson	True
liqueur	fluide	True
liqueur	sentiment	False
liquid	ancêtre	False
liquid	bière	False
liquid	bijoux	False
liquid	boisson	False
liquid	récolte	False
liquid	spiritueux	False
liquid	station_debout	False
liquor	boisson	True
liquor	fluide	True
liquor	liquide	True
liquor	odyssée	False
list	liste	False
lizard	artiste	False
lizard	reptile	True
lobster	fruit_de_mer	True
lobster	fruits_de_mer	True
locomotive	véhicule	True
logic	crime	False
logic	mammifères	False
logo	signe	True
logo	symbole	True
longing	sentiment	True
loo	salle	True
louse	insectes	True
louse	insecte	True
love	sentiment	True
luncheon	repas	True
lunch	repas	True
lupus	maladie	True
lymphoma	tumeur	True
machine	ordinateur personnel	False
mackerel	fruit_de_mer	True
mackerel	fruits_de_mer	True
maggot	animal	True
maggot	larve	True
maggot	muse	False
magistrate	fonctionnaire	True
magistrate	officiel	True
magnitude	boisson	False
magnitude	rayon	False
magnitude	taille	False
magpie	capacité	False
maid	banc	False
maid	magistrature	False
maid	servante	True
maid	serviteur	True
mailbox	cause	False
mailbox	conteneur	True
mailbox	croisade	False
mail	carte_postale	False
mail	message	True
malaria	infection	True
mammal	acrimonie	False
mammal	amertume	False
mammal	biochimie	False
mammal	chèvre	False
mammal	enzyme	False
mammal	humanité	False
mammal	informateur	False
mammal	intranet	False
mammal	khat	False
mammal	légume	False
mammal	machine_simple	False
mammal	sanglier	False
man	adulte	True
mangrove	arbre	True
mankind	mammifère	True
manor	archevêque	False
manor	logement	True
manor	résidence	True
manual	livre	True
manual	publication	True
manual	serviteur	False
maple	bois	True
maple	forêt	True
mare	cheval	True
mare	vertébré	True
margarine	aliments	True
margarine	nourriture	True
mariner	travailleur	True
marker	marque_page	False
mater	tourelle	False
math	science	True
meal	dîner	False
meal	souper	False
meal	sport	False
measles	maladie	True
meat	clown	False
medicine	discipline	True
medium	invertébré	False
meeting	leader	False
meeting	orchidée	False
melanoma	cancer	True
melanoma	carcinome	True
melanoma	note	False
melon	fruit	True
memo	enregistrement	True
memo	note	True
memorandum	course	False
meningitis	maladie	True
merchant	commerçant	False
mesothelioma	cancer	True
mesothelioma	fabricant	False
mesothelioma	maladie	True
mesothelioma	tumeur	True
message	hôpital_psychiatrique	False
message	métier	False
message	occupation	False
metro	transport_ferroviaire	True
microbiology	biologie	True
midwife	professionnel	True
migraine	agrafe	False
migraine	douleur	True
migraine	mal	True
migraine	matière_première	False
migrant	sentiment	False
militia	guide	False
militia	leader	False
militia	organisation	True
milk	aliments	True
milk	boisson	True
milk	fluide	True
milk	liquide	True
mime	conte_de_fée	False
mime	interprète	True
miner	arthrite	False
miner	ouvrier	True
mischief	collagène	False
mischief	hydrocarbure	False
mishap	symposium	False
missile	arme	True
missile	artillerie	True
missile	campagnol	False
mistress	femme	True
mob	foule	True
molecule	anticorps_monoclonal	False
molecule	locomotive	False
molecule	monoclonal	False
molecule	pain_grillé	False
molecule	véhicule	False
mollusc	animal	True
mom	parent	True
monastery	bâtiment	True
monastery	édifice	True
monastery	habitation	True
monastery	logement	True
monastery	résidence	True
monsoon	vent	True
moratorium	pause	True
moratorium	vallée	False
mortar	insecticide	False
mosque	bâtiment	True
mosque	château	False
mosque	édifice	True
mosque	tour	False
motel	bâtiment	True
motel	édifice	True
mother	congénères	True
moth	insectes	True
moth	insecte	True
motorbike	véhicule	True
motorcycle	karaoké	False
motorcycle	véhicule	True
motorist	arme_à_feu	False
motorist	chauffeur	True
motorway	autoroute	True
motorway	route	True
motto	dicton	True
motto	en_disant	True
movie	documentaire	False
mule	animal	True
mule	mammifères	True
mule	mammifère	True
mummy	ancêtre	True
murderer	criminel	True
murderer	onze	False
musician	cornemuseur	False
musician	route	False
musician	soliste	False
music	monarque	False
musket	arme_à_feu	True
musket	pistolet	True
musket	protagoniste	False
musket	taux	False
name	gentleman	False
nanny	adulte	True
nanotechnology	discipline	True
narrative	conte_de_fée	False
narrative	conte_de_fées	False
narrative	du_vin	False
narrative	lie_de_vin	False
navy	organisation	True
negation	déclaration	True
nematode	invertébré	True
netball	amusement	True
netball	jeu	True
netball	véhicule	False
neurology	science	True
neuroscience	discipline	True
neuroscience	science	True
nickname	handicap	False
nickname	invalidité	False
nickname	prénom	True
nipple	hétérogénéité	False
nipple	organe	True
nostalgia	entier	False
nostalgia	sentiment	True
notary	fonctionnaire	True
notary	officiel	True
note	cafard	False
note	mémorandum	False
note	véhicule	False
nurse	amphibie	False
nursing	travail	True
oat	céréale	True
observatory	édifice	True
occupation	vertébré	False
officer	fille	False
officer	militaire	True
official	capacité	False
official	cardinal	False
official	science	False
ointment	variole	False
olive	fruit	True
oncology	discipline	True
oncology	science	True
opening	fuite_de_information	False
opium	narcotique	True
optimism	sentiment	True
orchid	floraison	True
orchid	une_fleur	True
ore	clown	False
ore	minéral	True
organ	animal	False
organ	barrière	False
organ	intestin	False
organization	bureau	False
organization	commode	False
organization	conseil_de_administration	False
organization	département	False
organization	les_maths	False
organization	ours	False
organization	service	False
organ	mamelon	False
organ	pénis	False
organ	utérus	False
osteoarthritis	arthrite	True
osteoarthritis	maladie	True
overpayment	paiement	True
overpayment	thérapeute	False
owl	oiseau	True
ox	animal	True
oxide	inclinaison	False
oxide	liste	False
oyster	animal	True
oyster	science	False
pair	ensemble	True
palace	habitation	True
palace	maison	True
pancreas	entraîneur	False
pancreas	organe	True
panda	animal	True
panda	mammifères	True
panda	mammifère	True
panda	pic_vert	False
panda	vertébré	True
panic	crainte	True
parachute	équipement	True
parasite	puce	False
parenthesis	symbole	True
parody	caricature	True
parrot	aliments	False
parrot	vertébré	True
passageway	couloir	False
pathologist	docteur	True
pathologist	médecin	True
pathology	science	True
payment	famille_royale	False
payment	hôtesse	False
payment	salaire	False
payment	solide	False
pc	le_ordinateur	True
pc	machine	True
pear	artillerie	False
pear	fruit	True
pearl	bijou	True
pearl	bijoux	True
penguin	animal	True
penguin	oiseau_de_mer	True
penguin	oiseau	True
penis	larve	False
penis	organe	True
penthouse	résidence	True
people	bourgeoisie	False
people	gentry	False
people	noblesse	False
people	vicaire	False
peptide	chimique	True
peptide	substance_chimique	True
performer	aliments	False
performer	bande_dessinée	False
performer	batteur	False
performer	comédien	False
performer	lance	False
performer	le_batteur	False
performer	nourriture	False
performer	physiothérapie	False
performer	saxophoniste	False
perseverance	trait	True
